date,campaignuuid,name,media_type,campaign_type,zone_type,delivered,impression,converted,clicked,complete,cpm,volume
2021-06-23,5db1c3fc-b592-417e-83cc-364d958c304e,Desafio da fortuna | Netflix | X,programatica,CPV,Desafio,84941,77760,927,0,3042,0.00,0
2021-06-23,67a4a982-46a3-4f4f-922a-bffe9dfebf05,#rumo ao diamante,programatica,CPV,Desafio,88412,81100,883,0,2791,0.00,0
2021-06-23,6dc62b92-ea79-4e61-b3df-7f7ed10dcf47,Avulso,programatica,CPV,Desafio,178818,165320,23216,0,23180,0.00,0
2021-06-23,7f537cf8-19c7-4895-be23-79e99a3192d4,Mídia Claro free 10/02 | Magazine Luiza | X,programatica,FIXED_CPM,Avulso,1902,1876,4,0,4,0.00,0
2021-06-23,93ffc7f7-ba16-4fec-b0a9-1c38274805da,#rumo ao diamante - Mediação,programatica,CPV,Desafio,80576,74112,701,0,2210,0.00,0
2021-06-23,d58a9306-076e-48cb-bddc-a9e42dd4575a,Dobro de moedas - Mediação,programatica,CPV,Desafio,86692,79603,578,0,2985,0.00,0
2021-06-23,d90b2203-558e-4ad9-97cb-2ea74ec79d3c,Dobro de moedas,programatica,CPV,Desafio,87084,79801,916,0,4810,0.00,0
2021-06-23,e391fb35-2e68-4393-8d29-52d83e299832,Desafio da Fortuna - Mediação,programatica,CPV,Desafio,91046,83994,488,0,1489,0.00,0
2021-06-24,3f794e6b-b385-4ef9-b9c7-06dbb290814e,Campanha Calhau - Fallback (Claro Promo) - V2 | Globo | X,vast,CPV,Avulso,247415,138220,67178,0,67178,0.00,0
2021-06-24,5a4bb903-050c-4d6e-a996-4ba6f7bd085d,Avulso - Mediação,programatica,CPV,Desafio,120555,111906,6166,0,6159,0.00,0
2021-06-24,5db1c3fc-b592-417e-83cc-364d958c304e,Desafio da fortuna | Netflix | X,programatica,CPV,Desafio,73364,66846,913,0,2909,0.00,0
2021-06-24,67a4a982-46a3-4f4f-922a-bffe9dfebf05,#rumo ao diamante,programatica,CPV,Desafio,77237,70536,859,0,2661,0.00,0
2021-06-24,6dc62b92-ea79-4e61-b3df-7f7ed10dcf47,Avulso,programatica,CPV,Desafio,160971,147683,22381,0,22350,0.00,0
2021-06-24,7f537cf8-19c7-4895-be23-79e99a3192d4,Mídia Claro free 10/02 | Magazine Luiza | X,programatica,FIXED_CPM,Avulso,1272,1256,15,0,15,0.00,0
2021-06-24,93ffc7f7-ba16-4fec-b0a9-1c38274805da,#rumo ao diamante - Mediação,programatica,CPV,Desafio,71039,65444,618,0,2026,0.00,0
2021-06-24,d58a9306-076e-48cb-bddc-a9e42dd4575a,Dobro de moedas - Mediação,programatica,CPV,Desafio,81871,75440,460,0,2467,0.00,0
2021-06-24,d90b2203-558e-4ad9-97cb-2ea74ec79d3c,Dobro de moedas,programatica,CPV,Desafio,75519,68936,883,0,4703,0.00,0
2021-06-24,e391fb35-2e68-4393-8d29-52d83e299832,Desafio da Fortuna - Mediação,programatica,CPV,Desafio,79304,73225,472,0,1479,0.00,0
2021-06-25,3f794e6b-b385-4ef9-b9c7-06dbb290814e,Campanha Calhau - Fallback (Claro Promo) - V2 | Globo | X,vast,CPV,Avulso,237486,133946,64539,0,64540,0.00,0
2021-06-25,5a4bb903-050c-4d6e-a996-4ba6f7bd085d,Avulso - Mediação,programatica,CPV,Desafio,118792,110530,6481,0,6479,0.00,0
2021-06-25,5db1c3fc-b592-417e-83cc-364d958c304e,Desafio da fortuna | Netflix | X,programatica,CPV,Desafio,69473,63125,818,0,2576,0.00,0
2021-06-25,67a4a982-46a3-4f4f-922a-bffe9dfebf05,#rumo ao diamante,programatica,CPV,Desafio,70971,64608,785,0,2456,0.00,0
2021-06-25,6dc62b92-ea79-4e61-b3df-7f7ed10dcf47,Avulso,programatica,CPV,Desafio,145643,133852,21920,0,21898,0.00,0
2021-06-25,7457915c-d5f3-477a-86ed-374191b8c12f,Desafio Rivalo - 27.06,vast,CPV,Desafio,1155,1927,435,0,435,0.15,100000
2021-06-25,7f537cf8-19c7-4895-be23-79e99a3192d4,Mídia Claro free 10/02 | Magazine Luiza | X,programatica,FIXED_CPM,Avulso,2208,2206,0,0,0,0.00,0
2021-06-25,93ffc7f7-ba16-4fec-b0a9-1c38274805da,#rumo ao diamante - Mediação,programatica,CPV,Desafio,81373,75274,482,0,1542,0.00,0
2021-06-25,c1d34af9-5d1b-4bdf-a33a-1340f852c3ee,Campanha Rivelo Calhau - 27.06,vast,CPV,Avulso,0,0,0,0,0,0.15,70000
2021-06-25,d58a9306-076e-48cb-bddc-a9e42dd4575a,Dobro de moedas - Mediação,programatica,CPV,Desafio,83588,77248,482,0,2710,0.00,0
2021-06-25,d90b2203-558e-4ad9-97cb-2ea74ec79d3c,Dobro de moedas,programatica,CPV,Desafio,69184,62912,840,0,4497,0.00,0
2021-06-25,e391fb35-2e68-4393-8d29-52d83e299832,Desafio da Fortuna - Mediação,programatica,CPV,Desafio,83845,77742,383,0,1179,0.00,0
2021-06-26,3f794e6b-b385-4ef9-b9c7-06dbb290814e,Campanha Calhau - Fallback (Claro Promo) - V2 | Globo | X,vast,CPV,Avulso,176459,98382,47807,0,47809,0.00,0
2021-06-26,5a4bb903-050c-4d6e-a996-4ba6f7bd085d,Avulso - Mediação,programatica,CPV,Desafio,106487,98859,5072,0,5067,0.00,0
2021-06-26,5db1c3fc-b592-417e-83cc-364d958c304e,Desafio da fortuna | Netflix | X,programatica,CPV,Desafio,70687,63934,782,0,2540,0.00,0
2021-06-26,67a4a982-46a3-4f4f-922a-bffe9dfebf05,#rumo ao diamante,programatica,CPV,Desafio,72679,65721,735,0,2266,0.00,0
2021-06-26,6dc62b92-ea79-4e61-b3df-7f7ed10dcf47,Avulso,programatica,CPV,Desafio,140020,128982,16618,0,16611,0.00,0
2021-06-26,7457915c-d5f3-477a-86ed-374191b8c12f,Desafio Rivalo - 27.06,vast,CPV,Desafio,48050,81096,19236,0,19035,0.15,100000
2021-06-26,7f537cf8-19c7-4895-be23-79e99a3192d4,Mídia Claro free 10/02 | Magazine Luiza | X,programatica,FIXED_CPM,Avulso,1875,1852,0,0,0,0.00,0
2021-06-26,93ffc7f7-ba16-4fec-b0a9-1c38274805da,#rumo ao diamante - Mediação,programatica,CPV,Desafio,69581,64202,567,0,1802,0.00,0
2021-06-26,c1d34af9-5d1b-4bdf-a33a-1340f852c3ee,Campanha Rivelo Calhau - 27.06,vast,CPV,Avulso,49004,12106,5968,0,5968,0.15,70000
2021-06-26,d58a9306-076e-48cb-bddc-a9e42dd4575a,Dobro de moedas - Mediação,programatica,CPV,Desafio,78975,72765,424,0,2183,0.00,0
2021-06-26,d90b2203-558e-4ad9-97cb-2ea74ec79d3c,Dobro de moedas,programatica,CPV,Desafio,72248,65347,731,0,3803,0.00,0
2021-06-26,e391fb35-2e68-4393-8d29-52d83e299832,Desafio da Fortuna - Mediação,programatica,CPV,Desafio,75326,69530,439,0,1366,0.00,0
2021-06-27,3f794e6b-b385-4ef9-b9c7-06dbb290814e,Campanha Calhau - Fallback (Claro Promo) - V2 | Globo | X,vast,CPV,Avulso,41901,22178,10843,0,10843,0.00,0
2021-06-27,5a4bb903-050c-4d6e-a996-4ba6f7bd085d,Avulso - Mediação,programatica,CPV,Desafio,144604,134089,5983,0,5979,0.00,0
2021-06-27,5db1c3fc-b592-417e-83cc-364d958c304e,Desafio da fortuna | Netflix | X,programatica,CPV,Desafio,158618,139416,748,0,2360,0.00,0
2021-06-27,67a4a982-46a3-4f4f-922a-bffe9dfebf05,#rumo ao diamante,programatica,CPV,Desafio,159998,140461,705,0,2227,0.00,0
2021-06-27,6dc62b92-ea79-4e61-b3df-7f7ed10dcf47,Avulso,programatica,CPV,Desafio,129452,119243,5709,0,5705,0.00,0
2021-06-27,7457915c-d5f3-477a-86ed-374191b8c12f,Desafio Rivalo - 27.06,vast,CPV,Desafio,239895,422658,103380,0,103299,0.15,100000
2021-06-27,7f537cf8-19c7-4895-be23-79e99a3192d4,Mídia Claro free 10/02 | Magazine Luiza | X,programatica,FIXED_CPM,Avulso,1582,1577,63,0,63,0.00,0
2021-06-27,93ffc7f7-ba16-4fec-b0a9-1c38274805da,#rumo ao diamante - Mediação,programatica,CPV,Desafio,100089,91844,619,0,1961,0.00,0
2021-06-27,c1d34af9-5d1b-4bdf-a33a-1340f852c3ee,Campanha Rivelo Calhau - 27.06,vast,CPV,Avulso,247785,71758,35529,0,35532,0.15,70000
2021-06-27,d58a9306-076e-48cb-bddc-a9e42dd4575a,Dobro de moedas - Mediação,programatica,CPV,Desafio,108071,99067,472,0,2520,0.00,0
2021-06-27,d90b2203-558e-4ad9-97cb-2ea74ec79d3c,Dobro de moedas,programatica,CPV,Desafio,150011,131734,795,0,4222,0.00,0
2021-06-27,e391fb35-2e68-4393-8d29-52d83e299832,Desafio da Fortuna - Mediação,programatica,CPV,Desafio,111563,103027,380,0,1193,0.00,0
2021-06-28,3f794e6b-b385-4ef9-b9c7-06dbb290814e,Campanha Calhau - Fallback (Claro Promo) - V2 | Globo | X,vast,CPV,Avulso,221109,122798,59926,0,59930,0.00,0
2021-06-28,5a4bb903-050c-4d6e-a996-4ba6f7bd085d,Avulso - Mediação,programatica,CPV,Desafio,121994,113651,5861,0,5857,0.00,0
2021-06-28,5db1c3fc-b592-417e-83cc-364d958c304e,Desafio da fortuna | Netflix | X,programatica,CPV,Desafio,61972,57116,848,0,2706,0.00,0
2021-06-28,67a4a982-46a3-4f4f-922a-bffe9dfebf05,#rumo ao diamante,programatica,CPV,Desafio,63709,59002,782,0,2437,0.00,0
2021-06-28,6dc62b92-ea79-4e61-b3df-7f7ed10dcf47,Avulso,programatica,CPV,Desafio,117709,109401,14999,0,14987,0.00,0
2021-06-28,7f537cf8-19c7-4895-be23-79e99a3192d4,Mídia Claro free 10/02 | Magazine Luiza | X,programatica,FIXED_CPM,Avulso,889,875,6,0,6,0.00,0
2021-06-28,93ffc7f7-ba16-4fec-b0a9-1c38274805da,#rumo ao diamante - Mediação,programatica,CPV,Desafio,79025,73121,637,0,2013,0.00,0
2021-06-28,d58a9306-076e-48cb-bddc-a9e42dd4575a,Dobro de moedas - Mediação,programatica,CPV,Desafio,87873,81448,478,0,2520,0.00,0
2021-06-28,d90b2203-558e-4ad9-97cb-2ea74ec79d3c,Dobro de moedas,programatica,CPV,Desafio,63117,58250,839,0,4388,0.00,0
2021-06-28,e391fb35-2e68-4393-8d29-52d83e299832,Desafio da Fortuna - Mediação,programatica,CPV,Desafio,91814,85109,406,0,1254,0.00,0
2021-06-29,3f794e6b-b385-4ef9-b9c7-06dbb290814e,Campanha Calhau - Fallback (Claro Promo) - V2 | Globo | X,vast,CPV,Avulso,244624,130378,64193,0,64197,0.00,0
2021-06-29,5a4bb903-050c-4d6e-a996-4ba6f7bd085d,Avulso - Mediação,programatica,CPV,Desafio,128293,116383,5433,0,5401,0.00,0
2021-06-29,5db1c3fc-b592-417e-83cc-364d958c304e,Desafio da fortuna | Netflix | X,programatica,CPV,Desafio,71729,63682,815,0,2661,0.00,0
2021-06-29,67a4a982-46a3-4f4f-922a-bffe9dfebf05,#rumo ao diamante,programatica,CPV,Desafio,76017,67626,735,0,2256,0.00,0
2021-06-29,6dc62b92-ea79-4e61-b3df-7f7ed10dcf47,Avulso,programatica,CPV,Desafio,133930,121641,13155,0,13102,0.00,0
2021-06-29,7f537cf8-19c7-4895-be23-79e99a3192d4,Mídia Claro free 10/02 | Magazine Luiza | X,programatica,FIXED_CPM,Avulso,1329,1310,1,0,1,0.00,0
2021-06-29,93ffc7f7-ba16-4fec-b0a9-1c38274805da,#rumo ao diamante - Mediação,programatica,CPV,Desafio,83442,74279,591,0,1869,0.00,0
2021-06-29,d58a9306-076e-48cb-bddc-a9e42dd4575a,Dobro de moedas - Mediação,programatica,CPV,Desafio,91074,81273,458,0,2408,0.00,0
2021-06-29,d90b2203-558e-4ad9-97cb-2ea74ec79d3c,Dobro de moedas,programatica,CPV,Desafio,77251,68795,734,0,3833,0.00,0
2021-06-29,e391fb35-2e68-4393-8d29-52d83e299832,Desafio da Fortuna - Mediação,programatica,CPV,Desafio,94220,84286,373,0,1168,0.00,0
2021-06-30,3f794e6b-b385-4ef9-b9c7-06dbb290814e,Campanha Calhau - Fallback (Claro Promo) - V2 | Globo | X,vast,CPV,Avulso,312313,90142,44277,0,44279,0.00,0
2021-06-30,5a4bb903-050c-4d6e-a996-4ba6f7bd085d,Avulso - Mediação,programatica,CPV,Desafio,146037,134160,5853,0,5845,0.00,0
2021-06-30,5db1c3fc-b592-417e-83cc-364d958c304e,Desafio da fortuna | Netflix | X,programatica,CPV,Desafio,219614,186781,672,0,2106,0.00,0
2021-06-30,67a4a982-46a3-4f4f-922a-bffe9dfebf05,#rumo ao diamante,programatica,CPV,Desafio,219970,187372,649,0,2003,0.00,0
2021-06-30,6dc62b92-ea79-4e61-b3df-7f7ed10dcf47,Avulso,programatica,CPV,Desafio,109151,98100,3261,0,3259,0.00,0
2021-06-30,7f537cf8-19c7-4895-be23-79e99a3192d4,Mídia Claro free 10/02 | Magazine Luiza | X,programatica,FIXED_CPM,Avulso,1260,1255,4,0,4,0.00,0
2021-06-30,93ffc7f7-ba16-4fec-b0a9-1c38274805da,#rumo ao diamante - Mediação,programatica,CPV,Desafio,101616,93104,630,0,1966,0.00,0
2021-06-30,d58a9306-076e-48cb-bddc-a9e42dd4575a,Dobro de moedas - Mediação,programatica,CPV,Desafio,109400,99972,537,0,2730,0.00,0
2021-06-30,d90b2203-558e-4ad9-97cb-2ea74ec79d3c,Dobro de moedas,programatica,CPV,Desafio,208667,177159,712,0,3778,0.00,0
2021-06-30,e391fb35-2e68-4393-8d29-52d83e299832,Desafio da Fortuna - Mediação,programatica,CPV,Desafio,112088,102681,439,0,1351,0.00,0
